Order,Planning plant,Material Number,Material description,Batch,MRP controller,Order Type,Order quantity (GMEIN),Unit of measure (=GMEIN),Basic start date,Basic finish date,Production Version
1033222,RB11,UGTCOTM20-DR000250,COSMONATE TM-20,CA0006,F03,PP01,5640.00,KG,2020-01-16,2020-01-18,0001
1033223,RB11,UGPSD1538-DR000200,THAMOL SD-1538,CA0001,F03,PP01,5186.65,KG,2020-01-16,2020-01-18,0002
1033224,RB11,UGPAF1502-DR000200,THAMOL AF-1502,CA0001,F03,PP01,1807.36,KG,2020-01-16,2020-01-18,0001
1033225,RB11,UGPY5613R-BLK02500,Y-5613  ,C11180Y,F03,PP01,3570.00,KG,2020-01-16,2020-01-18,0001
1033234,RB11,UGPPN1874-DR000200,THAMOL PN-1874,CA0003,F03,PP01,1000.00,KG,2020-01-16,2020-01-18,0001
1033244,RB11,ENGA264FT-DR000200,ALMATEX E264FT,CH9003,F02,PP01,16.00,KG,2020-01-16,2020-01-16,0001
1032928,RB11,ENGAL9009-BLK01000,ALMATEX-A-9009,CA0001,F02,PP01,10222.20,KG,2020-01-17,2020-01-19,0002
1033097,RB11,RKA731300-BX000020,ACRYLAX-7313,CM9012,F02,PP01,1091.00,KG,2020-01-17,2020-01-17,0001
1033173,RB11,ENR48B000-DR000200,U-VAN 48B,CA0004,F01,PP01,8022.00,KG,2020-01-17,2020-01-19,0001
1033176,RB11,ENR925T70-DR000200,U-VAN 925T-70,CA0001,F01,PP01,7674.00,KG,2020-01-17,2020-01-19,0001
1033195,RB11,RKV6131N3-BLK01000,VINYLAX-6131N3,CA0003,F02,PP01,7184.88,KG,2020-01-17,2020-01-19,0002
1033196,RB11,RKV282B00-BLK01000,VINYLAX-282B,CA0001,F02,PP01,5000.00,KG,2020-01-17,2020-01-19,0001
1033197,RB11,RKA950900-BLK02500,ACRYLAX-9509,CA0001,F02,PP01,10577.24,KG,2020-01-17,2020-01-19,0001
1033198,RB11,RKA506000-DR000200,ACRYLAX-506,CA0007,F02,PP01,9452.56,KG,2020-01-17,2020-01-19,0001
1033199,RB11,RKVBW3200-DR000100,BONDWOOD-3200 (IN),CA0001,F02,PP01,1200.00,KG,2020-01-17,2020-01-19,0001
1033211,RB11,RKBB610CT-PB000120,PROMINATE BMST-610CT,CA0006,F01,PP01,4000.00,KG,2020-01-17,2020-01-18,0001
1033212,RB11,RKOSN500A-CN000250,SN-500A,700101W,F01,PP01,1275.65,KG,2020-01-17,2020-01-18,0002
1033213,RB11,RKOSN500A-CN000250,SN-500A,700102W,F01,PP01,1275.65,KG,2020-01-17,2020-01-19,0002
1033002,RB11,ENR20N600-DR000200,U-VAN 20N60,CA0001,F01,PP01,4390.00,KG,2020-01-18,2020-01-20,0002
1033091,RB11,ENFL1093T-DR000200,ALMATEX L1093T,CA0001,F01,PP01,3562.10,KG,2020-01-18,2020-01-20,0001
1033144,RB11,ENGSE263N-DR000200,ALMATEX SE263N,CA0004,F02,PP01,117.00,KG,2020-01-18,2020-01-20,0001
1033150,RB11,ENR122000-DR000200,U-VAN 122,CA0002,F01,PP01,720.00,KG,2020-01-18,2020-01-20,0001
1033200,RB11,RKUP55000-BLK01000,U-RAMIN P-5500,CA0003,F02,PP01,5462.00,KG,2020-01-18,2020-01-20,0001
1033201,RB11,RKVV61010-DR000100,VINYLAX-6101,CA0001,F02,PP01,8000.00,KG,2020-01-18,2020-01-20,0001
1033202,RB11,ENGAL2500-BLK01000,ALMATEX-A-250,CA0001,F02,PP01,8969.00,KG,2020-01-18,2020-01-20,0001
1033203,RB11,RKAL0604T-BLK01000,ALMATEX-A-0604T,CA0001,F02,PP01,4464.00,KG,2020-01-18,2020-01-20,001
1033204,RB11,ENGAL9086-DR000200,ALMATEX-A-9086,CA0001,F02,PP01,1700.00,KG,2020-01-18,2020-01-20,0001
1033205,RB11,RKUP55000-BLK01000,U-RAMIN P-5500,CA0004,F02,PP01,5518.00,KG,2020-01-18,2020-01-20,0001
1033240,RB11,ERAVU8800-KY000036,STRUCT BOND VU-880,CM9012,F02,PP01,360.00,KG,2020-01-18,2020-01-18,0001
1033241,RB11,ERAVU8800-DR000100,STRUCT BOND VU-880,CM9012,F02,PP01,422.00,KG,2020-01-18,2020-01-18,0001
1033250,RB11,ENGSE263N-DR000200,ALMATEX SE263N,CA0005,F02,PP01,113.00,KG,2020-01-18,2020-01-20,0001
1033279,RB11,RKA730900-BLK01000,ACRYLAX-7309,CA0001,F02,PP01,2112.00,KG,2020-01-18,2020-01-20,0001
1033092,RB11,ENR20N600-DR000200,U-VAN 20N60,CA0002,F01,PP01,4390.00,KG,2020-01-19,2020-01-21,0002
1033170,RB11,ENJQC4120-DR000200,OLESTER QC412,CA0002,F01,PP01,7035.90,KG,2020-01-19,2020-01-21,0001
1033271,RB11,RKUUVAMBP-DR000200,U-VAN MBP,CA0002,F01,PP01,225.00,KG,2020-01-19,2020-01-20,0001
