Order,Planning plant,Material Number,Material description,Batch,MRP controller,Order Type,Order quantity (GMEIN),Unit of measure (=GMEIN),Basic start date,Basic finish date,Production Version
1031093,RB11,UGPRG1289-BLK02500,THAMOL RG-1289,CJ9053,F03,PP01,"9,860.560",KG,2019-09-09,2019-09-11,0008
1031095,RB11,UGPHR1333-DR000200,THAMOL HR-1333,CJ9011,F03,PP01,"5,556.600",KG,2019-09-09,2019-09-11,0001
1031096,RB11,UGTCOTM20-DR000250,COSMONATE TM-20,CJ9065,F03,PP01,"5,625.000",KG,2019-09-09,2019-09-11,0001
1031097,RB11,UGPV1205A-BLK01100,THAMOL VB-1205-A,CJ9026,F03,PP01,"9,965.900",KG,2019-09-09,2019-09-11,0006
1031098,RB11,UGPCP1802-DR000200,THAMOL CP-1802,CJ9012,F03,PP01,"1,626.750",KG,2019-09-09,2019-09-11,0001
1031099,RB11,UGTT300JJ-DR000220,THAMATE PPG-300JJ,CJ9064,F03,PP01,"1,580.000",KG,2019-09-09,2019-09-11,0002
1031102,RB11,UGPRG1818-BLK01000,THAMOL RG-1818,CJ9025,F03,PP01,"10,051.420",KG,2019-09-10,2019-09-12,0003
1031103,RB11,UGPC60381-DR000200,THAMOL CEP6038-1,CJ9002,F03,PP01,"3,495.040",KG,2019-09-10,2019-09-12,0001
1031105,RB11,UGTCOTM20-DR000250,COSMONATE TM-20,CJ9066,F03,PP01,"5,625.000",KG,2019-09-10,2019-09-12,0001
1031106,RB11,UGPBK009A-BLK01000,BACK-009-A,CJ9021,F03,PP01,"9,854.120",KG,2019-09-10,2019-09-12,0006
1031107,RB11,UGPMP2164-DR000200,MP-2164(D),CJ9073,F03,PP01,"1,788.640",KG,2019-09-10,2019-09-12,0002
1031108,RB11,UGTT300JJ-DR000220,THAMATE PPG-300JJ,CJ9065,F03,PP01,"1,580.000",KG,2019-09-10,2019-09-12,0002
1031127,RB11,UGPRG1289-BLK02500,THAMOL RG-1289,CJ9054,F03,PP01,"10,074.920",KG,2019-09-11,2019-09-13,0008
1031131,RB11,UGPC50601-DR000200,THAMOL CEP5060-1,CJ9003,F03,PP01,"3,466.240",KG,2019-09-11,2019-09-13,0001
1031132,RB11,UGTCOTM20-DR000250,COSMONATE TM-20,CJ9067,F03,PP01,"5,625.000",KG,2019-09-11,2019-09-13,0001
1031134,RB11,UGPH1015A-BLK01000,HARD-1015-A,CJ9024,F03,PP01,"10,111.800",KG,2019-09-11,2019-09-13,0008
1031135,RB11,UGPMP2164-DR000200,MP-2164(D),CJ9074,F03,PP01,"1,788.000",KG,2019-09-11,2019-09-13,0002
1031136,RB11,UGTT300JJ-DR000220,THAMATE PPG-300JJ,CJ9066,F03,PP01,"1,580.000",KG,2019-09-11,2019-09-13,0002
1031166,RB11,UGPMS1932-DR000200,THAMOL MS-1932,CJ9001,F03,PP01,"1,064.800",KG,2019-09-10,2019-09-12,0001
