Order,Planning plant,Material Number,Material description,Batch,MRP controller,Order Type,Order quantity (GMEIN),Unit of measure (=GMEIN),Basic start date,Basic finish date,Production Version
1030924,RB11,UGTCOTM30-DR000250,COSMONATE TM-30,CJ9012,F03,PP01,"5,000.000",KG,2019-09-12,2019-09-14,0001
1031145,RB11,UGPTP1836-BLK01000,THAMOL TP-1836,CJ9004,F03,PP01,"6,036.640",KG,2019-09-12,2019-09-14,0002
1031150,RB11,UGPC20401-DR000200,THAMOL CEP2040-1,CJ9002,F03,PP01,"4,467.360",KG,2019-09-12,2019-09-14,0001
1031152,RB11,UGPHD1440-BLK01100,THAMOL HARD-1440,CJ9027,F03,PP01,"9,772.200",KG,2019-09-12,2019-09-14,0005
1031153,RB11,UGTT300JJ-DR000220,THAMATE PPG-300JJ,CJ9067,F03,PP01,"1,580.000",KG,2019-09-12,2019-09-14,0002
1031164,RB11,UGPSL1713-DR000200,THAMOL SL-1713,CJ9004,F03,PP01,425.360,KG,2019-09-12,2019-09-14,0001
