Order,Planning plant,Material Number,Material description,Batch,MRP controller,Order Type,Order quantity (GMEIN),Unit of measure (=GMEIN),Basic start date,Basic finish date,Production Version
1031559,RB11,UGPCL1799-DR000200,THAMOL CL-1799,CK9013,F03,PP01,"1,006.140",KG,2019-10-09,2019-10-11,0002
1031570,RB11,UGPLR1400-DR000200,THAMOL TLR-1400,CK9010,F03,PP01,"4,618.400",KG,2019-10-08,2019-10-10,0001
1031571,RB11,UGPPG1829-DR000200,THAMOL PG-1829,CK9008,F03,PP01,759.600,KG,2019-10-08,2019-10-10,0002
1031572,RB11,UGPSL1960-DR000200,THAMOL SL-1960,CK9007,F03,PP01,605.340,KG,2019-10-08,2019-10-10,0002
1031573,RB11,UGPPE7020-DR000200,THAMOL PE-702,CK9005,F03,PP01,"2,267.000",KG,2019-10-09,2019-10-11,0003
1031575,RB11,UGPH1015A-BLK01000,HARD-1015-A,CK9026,F03,PP01,"10,001.950",KG,2019-10-09,2019-10-11,0008
1031576,RB11,UGPSL1960-DR000200,THAMOL SL-1960,CK9008,F03,PP01,605.340,KG,2019-10-09,2019-10-11,0002
1031606,RB11,UGPRG1818-BLK01000,THAMOL RG-1818,CK9027,F03,PP01,"10,158.350",KG,2019-10-11,2019-10-13,0003
1031607,RB11,UGPPN1926-BLK01000,THAMOL PN-1926,CK9005,F03,PP01,"5,111.400",KG,2019-10-10,2019-10-12,0001
1031609,RB11,UGPHD1440-BLK01100,THAMOL HARD-1440,CK9030,F03,PP01,"10,101.600",KG,2019-10-10,2019-10-12,0005
1031610,RB11,UGPMP2164-DR000200,MP-2164(D),CK9080,F03,PP01,"1,788.000",KG,2019-10-17,2019-10-19,0002
1031611,RB11,UGTT300JJ-DR000220,THAMATE PPG-300JJ,CK9073,F03,PP01,"1,580.000",KG,2019-10-10,2019-10-12,0002
1031612,RB11,UGPCL1696-DR000200,THAMOL CL-1696,CK9008,F03,PP01,"1,002.230",KG,2019-10-10,2019-10-12,0002
1031675,RB11,UGPRG1289-BLK02500,THAMOL RG-1289,CK9058,F03,PP01,"10,074.920",KG,2019-10-15,2019-10-17,0008
1031676,RB11,UGPBU1009-DR000220,THAMOL BU-1009,CK9001,F03,PP01,"1,466.500",KG,2019-10-11,2019-10-13,0001
1031677,RB11,UGPBK009A-BLK01000,BACK-009-A,CK9023,F03,PP01,"10,042.020",KG,2019-10-11,2019-10-13,0006
1031678,RB11,UGTT300JJ-DR000220,THAMATE PPG-300JJ,CK9074,F03,PP01,"1,580.000",KG,2019-10-11,2019-10-13,0001
1031703,RB11,UGP125KTH-DR000200,Actcol TUF-125K(TH),CK9008,F03,PP01,"5,197.440",KG,2019-10-10,2019-10-12,0003
1031713,RB11,UGPDS1844-DR000200,THAMOL DS-1844,CK9010,F03,PP01,"3,195.000",KG,2019-10-15,2019-10-17,0001
1031714,RB11,UGPPN1874-DR000200,THAMOL PN-1874,CK9011,F03,PP01,"2,112.800",KG,2019-10-15,2019-10-17,0001
1031715,RB11,UGPHR7550-DR000200,THAMOL HR-755,CK9015,F03,PP01,"10,309.500",KG,2019-10-15,2019-10-17,0005
1031716,RB11,UGTT300JJ-DR000220,THAMATE PPG-300JJ,CK9077,F03,PP01,"1,580.000",KG,2019-10-15,2019-10-17,0002
1031717,RB11,UGPRG1289-BLK02500,THAMOL RG-1289,CK9059,F03,PP01,"9,967.740",KG,2019-10-16,2019-10-18,0008
1031718,RB11,UGPPN1926-BLK01000,THAMOL PN-1926,CK9006,F03,PP01,"4,989.700",KG,2019-10-16,2019-10-18,0001
1031719,RB11,UGPHR1449-DR000200,THAMOL HR-1449,CK9016,F03,PP01,"10,206.000",KG,2019-10-16,2019-10-18,0001
1031720,RB11,UGTT300JJ-DR000220,THAMATE PPG-300JJ,CK9078,F03,PP01,"1,580.000",KG,2019-10-16,2019-10-18,0002
1031721,RB11,UGPLR1400-DR000200,THAMOL TLR-1400,CK9011,F03,PP01,"4,016.000",KG,2019-10-17,2019-10-19,0001
1031722,RB11,UGTCOTM30-DR000250,COSMONATE TM-30,CK9013,F03,PP01,"5,000.000",KG,2019-10-17,2019-10-19,0001
1031723,RB11,UGPV1205A-BLK01100,THAMOL VB-1205-A,CK9030,F03,PP01,"9,895.910",KG,2019-10-17,2019-10-19,0006
1031725,RB11,UGPMP2164-DR000200,MP-2164(D),CK9081,F03,PP01,"1,788.000",KG,2019-10-18,2019-10-20,0002
1031726,RB11,UGMTU125B-DR000230,COSMONATE TUF-125B,CK9010,F03,PP01,"1,600.000",KG,2019-10-17,2019-10-19,0001
1031727,RB11,UGPSL1713-DR000200,THAMOL SL-1713,CK9006,F03,PP01,"1,022.500",KG,2019-10-15,2019-10-17,0001
1031729,RB11,UGPAF1441-DR000200,THAMOL AF-1441,CK9004,F03,PP01,"1,100.000",KG,2019-10-16,2019-10-18,0001
1031730,RB11,UGPY5613R-BLK02500,Y-5613  ,C01913Y,F03,PP01,"20,000.000",KG,2019-10-10,2019-10-12,0001
1031731,RB11,UGTT300JJ-DR000220,THAMATE PPG-300JJ,CK9075,F03,PP01,"1,580.000",KG,2019-10-12,2019-10-14,0001
1031732,RB11,UGTT300JJ-DR000220,THAMATE PPG-300JJ,CK9076,F03,PP01,"1,580.000",KG,2019-10-12,2019-10-14,0001
1031733,RB11,UGPDB1020-KY000180,THAMOL DB-102,CK9002,F03,PP01,18.000,KG,2019-10-16,2019-10-18,0001
1031734,RB11,UGMCMC73C-KY000018,COSMONATE MC-73,CK9002,F03,PP01,18.000,KG,2019-10-16,2019-10-18,
1031735,RB11,UGPBU908S-DR000220,THAMOL BU-908(S),CK9008,F03,PP01,"4,341.210",KG,2019-10-17,2019-10-19,0003
1031736,RB11,UGPBU928S-DR000220,THAMOL BU-928(S),CK9007,F03,PP01,"1,070.690",KG,2019-10-17,2019-10-19,0001
1031743,RB11,UGPSP1549-DR000200,THAMOL SP-1549,CK9010,F03,PP01,"3,158.000",KG,2019-10-18,2019-10-20,0002
1031744,RB11,UGTCOTM20-DR000250,COSMONATE TM-20,CK9076,F03,PP01,"5,640.000",KG,2019-10-18,2019-10-20,0001
1031745,RB11,UGPHD1440-BLK01100,THAMOL HARD-1440,CK9031,F03,PP01,"9,662.400",KG,2019-10-18,2019-10-20,0005
1031746,RB11,UGMTM1556-DR000230,THAMATE-1556,CK9005,F03,PP01,"1,760.000",KG,2019-10-18,2019-10-20,0001
1031790,RB11,UGPDS1844-DR000200,THAMOL DS-1844,CK9011,F03,PP01,633.000,KG,2019-10-18,2019-10-20,0001
