Order,Planning plant,Material Number,Material description,Batch,MRP controller,Order Type,Order quantity (GMEIN),Unit of measure (=GMEIN),Basic start date,Basic finish date,Production Version
1031227,RB11,UGPPN1815-DR000200,THAMOL PN-1815,CJ9010,F03,PP01,"3,051.500",KG,2019-09-16,2019-09-18,0001
1031229,RB11,UGTCOTM20-DR000250,COSMONATE TM-20,CJ9069,F03,PP01,"5,640.000",KG,2019-09-16,2019-09-18,0001
1031230,RB11,UGPHD1440-BLK01100,THAMOL HARD-1440,CJ9028,F03,PP01,"10,101.600",KG,2019-09-16,2019-09-18,0002
1031232,RB11,UGPMP2164-DR000200,MP-2164(D),CJ9075,F03,PP01,"1,788.000",KG,2019-09-16,2019-09-18,0002
1031234,RB11,UGPPC1776-DR000200,THAMOL PC-1776,CJ9004,F03,PP01,"1,010.030",KG,2019-09-16,2019-09-18,0001
