Order,Planning plant,Material Number,Material description,Batch,MRP controller,Order Type,Order quantity (GMEIN),Unit of measure (=GMEIN),Basic start date,Basic finish date,Production Version
1031320,RB11,UGPBK009A-BLK01000,BACK-009-A,CJ9022,F03,PP01,"5,141.280",KG,2019-09-23,2019-09-25,0002
1031321,RB11,UGPPN1926-BLK01000,THAMOL PN-1926,CJ9004,F03,PP01,"5,111.400",KG,2019-09-23,2019-09-25,0001
1031322,RB11,UGPHD1440-BLK01100,THAMOL HARD-1440,CJ9029,F03,PP01,"9,882.000",KG,2019-09-23,2019-09-25,0005
1031323,RB11,UGPAF1502-DR000200,THAMOL AF-1502,CJ9013,F03,PP01,"1,355.520",KG,2019-09-23,2019-09-25,0001
1031362,RB11,UGPRG1818-BLK01000,THAMOL RG-1818,CJ9026,F03,PP01,"10,051.420",KG,2019-09-24,2019-09-26,0003
1031363,RB11,UGPPN1459-BLK01000,THAMOL PN-1459,CJ9008,F03,PP01,"3,984.460",KG,2019-09-24,2019-09-26,0003
1031364,RB11,UGTCOTM20-DR000250,COSMONATE TM-20,CJ9073,F03,PP01,"5,640.000",KG,2019-09-24,2019-09-26,0001
1031365,RB11,UGPV1205A-BLK01100,THAMOL VB-1205-A,CJ9028,F03,PP01,"9,965.900",KG,2019-09-24,2019-09-26,0006
1031366,RB11,UGPSL1713-DR000200,THAMOL SL-1713,CJ9005,F03,PP01,603.280,KG,2019-09-24,2019-09-26,0001
