Order,Planning plant,Material Number,Material description,Batch,MRP controller,Order Type,Order quantity (GMEIN),Unit of measure (=GMEIN),Basic start date,Basic finish date,Production Version
1028007,RB11,RKVB3300C-KY000036,BONDWOOD-3300C,CC9001,F02,PP01,"1,080.000",KG,25-03-19,25-03-19,0001
1028141,RB11,RKA9612BT-BLK01000,ACRYLAX-9612BT,CC9019,F02,PP01,"4,900.000",KG,25-03-19,25-03-19,0002
1028189,RB11,ENABM1000-BLK20000,BARIASTAR BM-1000,CC9003,F02,PP01,"20,000.000",KG,25-03-19,25-03-19,0001
1028201,RB11,UGTCOTM30-DR000250,COSMONATE TM-30,CC9005,F03,PP01,"5,000.000",KG,25-03-19,27-03-19,0003
1028202,RB11,UGPHD1440-BLK01100,THAMOL HARD-1440,CC9010,F03,PP01,"9,855.000",KG,25-03-19,27-03-19,0010
1028204,RB11,UGPH1015A-BLK01000,HARD-1015-A,CC9009,F03,PP01,"5,062.300",KG,25-03-19,27-03-19,0002
1028205,RB11,UGPCL1799-DR000200,THAMOL CL-1799,CC9004,F03,PP01,"5,153.400",KG,25-03-19,27-03-19,0002
1028208,RB11,UGPMP2164-DR000200,MP-2164(D),CC9029,F03,PP01,"1,788.000",KG,25-03-19,27-03-19,0002
1028213,RB11,UGMPM3500-DR000250,COSMONATE PM-35,CC9003,F03,PP01,"1,600.000",KG,25-03-19,27-03-19,0001
1028224,RB11,ENJQM5327-DR000200,OLESTER QM5327T,CC9004,F01,PP01,"3,187.200",KG,25-03-19,27-03-19,0001
1028230,RB11,ENR20L65A-DR000200,U-VAN 20LS65A,CC9006,F01,PP01,"3,604.000",KG,25-03-19,27-03-19,0002
1028238,RB11,ENJBWT028-DR000200,OLESTER BWT-028,CC9007,F01,PP01,"6,300.000",KG,25-03-19,27-03-19,0001
1028258,RB11,RKVV22100-DR000100,VINYLAX-221,CC9007,F02,PP01,"8,661.220",KG,25-03-19,27-03-19,0001
1028259,RB11,RKV282NS0-BLK01000,VINYLAX-282NS,CC9007,F02,PP01,"5,503.500",KG,25-03-19,27-03-19,0001
1028260,RB11,ENGSE3100-BLK01000,ALMATEX SE310,CC9010,F02,PP01,"10,314.220",KG,25-03-19,27-03-19,0001
1028261,RB11,ENGAL2600-BLK01000,ALMATEX-A-260,CC9002,F02,PP01,"10,500.000",KG,25-03-19,27-03-19,0001
1028262,RB11,RKA405000-DR000100,ACRYLAX-405,CC9005,F02,PP01,"5,034.000",KG,25-03-19,27-03-19,0001
1028263,RB11,RKA1312S1-DR000200,ACRYLAX-1312S-10,CC9002,F02,PP01,"1,700.000",KG,25-03-19,27-03-19,0001
1028264,RB11,RKUP55000-BLK01000,U-RAMIN P-5500,CC9013,F02,PP01,"4,620.320",KG,25-03-19,27-03-19,0001
1028265,RB11,ENCH3150B-BLK01000,HOPELON-3150B,CC9043,F02,PP01,"4,099.350",KG,25-03-19,27-03-19,0001
1028266,RB11,RKOSBBSA4-DR000080,STARBOND-BSA 4,CC9016,F02,PP01,"1,040.000",KG,25-03-19,27-03-19,0001
1028285,RB11,ENR62E000-DR000200,U-VAN 62E,CC9004,F01,PP01,"7,973.000",KG,25-03-19,27-03-19,0001
1028295,RB11,RKVBW3130-DR000100,BONDWOOD-313,CC9003,F02,PP01,"7,300.000",KG,25-03-19,25-03-19,0002
1028296,RB11,RKVBW3006-DR000100,BONDWOOD-3006,CC9002,F02,PP01,"5,554.000",KG,25-03-19,25-03-19,0002
1028297,RB11,ENGAL2500-DR000200,ALMATEX-A-250,CC9004,F02,PP01,400.000,KG,25-03-19,25-03-19,0001
1028308,RB11,UGPTP1836-BLK01000,THAMOL TP-1836,CC9001,F03,PP01,"6,140.720",KG,25-03-19,27-03-19,0002
1028325,RB11,RKPR14100-DR000160,POLYMAL R141,CC9011,F01,PP01,145.000,KG,25-03-19,26-03-19,0001
