Order,Planning plant,Material Number,Material description,Batch,MRP controller,Order Type,Order quantity (GMEIN),Unit of measure (=GMEIN),Basic start date,Basic finish date,Production Version
1029544,RB11,ENCH3150B-BLK01000,HOPELON-3150B,CF9073,F02,PP01,"4,099.350",KG,07-06-19,09-06-19,0001
1029545,RB11,RKOSBBSA4-DR000080,STARBOND-BSA 4,CF9028,F02,PP01,"1,042.400",KG,07-06-19,09-06-19,0001
1029565,RB11,UGPRG1818-BLK01000,THAMOL RG-1818,CF9016,F03,PP01,"10,112.520",KG,03-06-19,05-06-19,0003
1029566,RB11,UGP125KTH-DR000200,Actcol TUF-125K(TH),CF9006,F03,PP01,"9,853.480",KG,03-06-19,05-06-19,0003
1029567,RB11,UGPBK009A-BLK01000,BACK-009-A,CF9010,F03,PP01,"3,213.600",KG,03-06-19,05-06-19,0007
1029568,RB11,UGTT300JJ-DR000220,THAMATE PPG-300JJ,CF9050,F03,PP01,"1,580.000",KG,04-06-19,06-06-19,0002
1029569,RB11,UGPRG1289-BLK02500,THAMOL RG-1289,CF9034,F03,PP01,"10,014.240",KG,04-06-19,06-06-19,0002
1029570,RB11,UGPHL4560-DR000200,THAMOL HL-456,CF9012,F03,PP01,"4,356.910",KG,04-06-19,06-06-19,0002
1029571,RB11,UGMMC8500-DR000230,COSMONATE MC-85,CF9008,F03,PP01,"4,820.790",KG,04-06-19,06-06-19,0002
1029572,RB11,UGPHR1333-DR000200,THAMOL HR-1333,CF9009,F03,PP01,"10,206.090",KG,04-06-19,06-06-19,0002
1029573,RB11,UGPC20301-DR000200,THAMOL CEP2030-1,CF9002,F03,PP01,"1,001.700",KG,04-06-19,06-06-19,0001
1029574,RB11,UGPRG1289-BLK02500,THAMOL RG-1289,CF9035,F03,PP01,"10,014.240",KG,05-06-19,07-06-19,0002
1029575,RB11,UGPHL4560-DR000200,THAMOL HL-456,CF9013,F03,PP01,"4,356.910",KG,04-06-19,06-06-19,0002
1029576,RB11,UGMMC8500-DR000230,COSMONATE MC-85,CF9009,F03,PP01,"4,820.790",KG,05-06-19,07-06-19,0002
1029577,RB11,UGPSD1538-DR000200,THAMOL SD-1538,CF9011,F03,PP01,"10,065.250",KG,05-06-19,07-06-19,0002
1029578,RB11,UGTT300JJ-DR000220,THAMATE PPG-300JJ,CF9051,F03,PP01,"1,580.000",KG,05-06-19,07-06-19,0002
