Order,Planning plant,Material Number,Material description,Batch,MRP controller,Order Type,Order quantity (GMEIN),Unit of measure (=GMEIN),Basic start date,Basic finish date,Production Version
1030502,RB11,ENJQC418H-DR000200,OLESTER QC418HT,CH9018,F01,PP01,"6,920.80",KG,2019-08-21,2019-08-23,2
1030670,RB11,RKOSN500A-CN000250,SN-500A,790811W,F01,PP01,"1,275.65",KG,2019-08-21,2019-08-23,2
1030671,RB11,RKOSN500A-CN000250,SN-500A,790812W,F01,PP01,"1,275.65",KG,2019-08-21,2019-08-23,2
1030718,RB11,ENFL90900-DR000200,ALMATEX L9090,CH9009,F01,PP01,"7,083.20",KG,2019-08-21,2019-08-23,1
1030719,RB11,ENR925T70-DR000200,U-VAN 925T-70,CH9015,F01,PP01,"8,114.00",KG,2019-08-21,2019-08-23,1
1030672,RB11,RKOSN500A-CN000250,SN-500A,790813W,F01,PP01,"1,275.65",KG,2019-08-22,2019-08-24,2
1030673,RB11,RKOSN500A-CN000250,SN-500A,790814W,F01,PP01,"1,275.65",KG,2019-08-22,2019-08-24,2
1030720,RB11,ENFL20010-DR000200,ALMATEX L2001,CH9008,F01,PP01,"6,060.30",KG,2019-08-22,2019-08-24,2
1030721,RB11,ENJQC418H-DR000200,OLESTER QC418HT,CH9019,F01,PP01,"6,920.80",KG,2019-08-22,2019-08-24,2
1030722,RB11,ENR20L65A-DR000200,U-VAN 20LS65A,CH9014,F01,PP01,"6,459.00",KG,2019-08-22,2019-08-24,1
1030674,RB11,RKOSN500A-CN000250,SN-500A,790815W,F01,PP01,"1,275.65",KG,2019-08-23,2019-08-25,2
1030675,RB11,RKOSN500A-CN000250,SN-500A,790816W,F01,PP01,"1,275.65",KG,2019-08-23,2019-08-25,2
1030723,RB11,RKP980200-DR000200,POLYMAL 9802,CH9004,F01,PP01,"15,800.00",KG,2019-08-23,2019-08-25,1
1030724,RB11,ENJQC418H-DR000200,OLESTER QC418HT,CH9020,F01,PP01,"6,920.80",KG,2019-08-23,2019-08-25,2
1030725,RB11,ENR48B000-DR000200,U-VAN 48B,CH9032,F01,PP01,"8,022.00",KG,2019-08-23,2019-08-25,1
